Région;RVL;Secteur;GVL;SEB;N° Client;CLIENT;Date de commande;Date installation;Contrat / vente;Progression;Durée en mois;Début de contrat;Fin de contrat;N° Offre;N° Cde;Montant;Nombre d'armoires;S11M;S13;S54;S90;"PickOne
160 M";"PickOne
320 M";"PickOne
448 M";"PickOne
640 M";"PickOne
160";"PickOne
320";"PickOne
448";"PickOne
640";"Locker
300/14 M";"Locker
300/14";"Locker
180/40";"Locker
450/10";"Holex
Flex";"Holex
Space";SPECIAL / REMARQUE / AUTRE;"Logiciel
COMPLET";"Logiciel
MEASUR";"Logiciel
REGRIND";"Logiciel
REMOTE";"Logiciel
BASIC";"Logiciel
Autre"
#REF!;#REF!;#REF!;#REF!;;4800022;#REF!;12/08/2022;janv.-23;;;;;;24461603;48912264;99 999 €;11;1;1;;;;;;;;;;;;8;1;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4801537;#REF!;07/09/2022;déc.-22;;;;;;;49079107;5 904 €;1;;1;;;;;;;;;;;;;;;;;;;;;;;
#REF!;#REF!;#REF!;#REF!;;4813278;#REF!;20/09/2022;nov.-22;;;;;;24284863;49175010;6 664 €;1;;1;;;;;;;;;;;;;;;;;;;;;;;
#REF!;#REF!;#REF!;#REF!;;4827067;#REF!;27/09/2022;déc.-22;Financement;oui;;;;24553865;49230450;17 136 €;2;;1;1;;;;;;;;;;;;;;;;;;;;;;
#REF!;#REF!;#REF!;#REF!;;4803251;#REF!;08/11/2022;févr.-23;;;;;;24579564;49544458 + 50485768;71 380 €;6;;;1;;;;1;;;;;;;2;1;1;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4825846;#REF!;08/11/2022;janv.-23;;;;;;24283351;49546572;47 354 €;4;;;;;;;1;;;;;;;;;;;;S50 + S9 + Locker 450/12 spé;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4808850;#REF!;17/11/2022;janv.-23;;;;;;24610173;49627458;6 044 €;1;;1;;;;;;;;;;;;;;;;;;;;;;;
#REF!;#REF!;#REF!;#REF!;;4812706;#REF!;02/12/2022;avr.-23;;;;;;24502226;49756032 + 49755930;31 902 €;4;1;3;;;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4808864;#REF!;07/12/2022;déc.-22;prêt;;6;01/01/2023;31/06/2023;;49789815;;1;1;;;;;;;;;;;;;;;;;;bleu ancien EPB;;;;;;
#REF!;#REF!;#REF!;#REF!;;4812989;#REF!;09/12/2022;mars-23;Financement;oui;;;;24500473;49812038 + 49815860;37 357 €;3;1;;1;;;;;;;;;;;;;;1;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4800765;#REF!;14/12/2022;févr.-23;Mise à dispo;;36;;;;49895013;;1;;;;;;;;;;;;;;;;;;1;;;;;;;
#REF!;#REF!;#REF!;#REF!;;4813781;#REF!;20/01/2023;mars-23;Mise à dispo;;60;01/02/2023;31/01/2028;;50486149;;1;1;;;;;;;;;;;;;;;;;;;;;;;1;
#REF!;#REF!;#REF!;#REF!;;4809615;#REF!;16/02/2023;juin-23;;oui;;;;24691233;50377035+50385750;35 696 €;2;1;;;1;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4807075;#REF!;06/03/2023;mai-23;pas de formation;;;;;24548080;50522231;11 766 €;1;1;;;;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4812159;#REF!;08/03/2023;juin-23;;;;;;24625707;50551066;27 532 €;1;;;;;;;;;;;;;;;;;;;Pick One M spé 528;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4812159;#REF!;13/03/2023;;;;;;;24554794;50588827+50594834;46 455 €;3;1;;;1;;;;;;;;;;;;;;;Verticale C5;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4805422;#REF!;17/03/2023;juil-23;;;;;;24733775;50625030 + 51223992+51224025;29 438 €;1;;;;;;;1;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4832132;#REF!;03/04/2023;;;;;;;24534650;50753035;5 413 €;1;;;;;;;;;;;;;;;;;;;S10 spé;;;;;;
#REF!;#REF!;#REF!;#REF!;;4808895;#REF!;25/04/2023;sept.-23;;;;;;23840889;50927986;9 611 €;1;;;1;;;;;;;;;;;;;;;;RAL 5005;;;;;;
#REF!;#REF!;#REF!;#REF!;;4834306;#REF!;03/05/2023;;;;;;;24728552;50979443;24 704 €;2;1;;1;;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4800152;#REF!;18/05/2023;juill-27;;;;;;23510096;51072182;22 216 €;2;1;;1;;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4822775;#REF!;23/05/2023;;Financement;oui;60;;;24598596;51120152+51120295;14 710 €;1;1;;;;;;;;;;;;;;;;;;;;;;;;
#REF!;#REF!;#REF!;#REF!;;4800022;#REF!;15/06/2023;;;;;;;24806098;51287185;12 014 €;2;;;;;;;;;;;;;;;;;;;2x S6;;;;;;
#REF!;#REF!;#REF!;#REF!;;4806258;#REF!;30/06/2023;;;;;;;24775609;51405459;21 248 €;2;;1;1;;;;;;;;;;;;;;;;+ PC Indus;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4827276;#REF!;30/06/2023;;;;;;;23830619;51408399;24 212 €;2;1;;1;;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4811221;#REF!;03/07/2023;juill-27;;;;;;24851035;51409348;13 803 €;1;1;;;;;;;;;;;;;;;;;;cmde bon eShop;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4817613;#REF!;06/07/2023;;Financement;;;;;24791032;51443342;17 074 €;1;1;;;;;;;;;;;;;;;;;;S8 spé;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4820906;#REF!;18/07/2023;;;;;;;24589281;51534184;24 211 €;2;1;;1;;;;;;;;;;;;;;;;;1;;;;;
#REF!;#REF!;#REF!;#REF!;;4825846;#REF!;16/08/2023;;;;;;;24876869;51718335;25 077 €;2;;;;1spé;;;;;;;;;;;;1;;;S50 + Locker 450 spé;;;;;;
#REF!;#REF!;#REF!;#REF!;;4833245;#REF!;04/09/2023;;;;;;;24738247;51839395;33 987 €;3;1;;;;;;;;;;;;2;;;2;;;3x spé;1;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
